-------------------------
Primal attack, LWE challenge n=40, alpha=0.0300
Chose 178 samples. Predict solution at bkz-102 + svp-133

GSO precision:  long double
Intial Slope = -0.06402

Starting a pnjBKZ-51 tour. 

 k:0, b:46, f:0 , RAM cost: 0.0991 GB 
 k:0, b:47, f:1 , RAM cost: 0.0998 GB 
 k:0, b:48, f:2 , RAM cost: 0.0998 GB 
 k:0, b:49, f:3 , RAM cost: 0.0998 GB 
 k:0, b:50, f:4 , RAM cost: 0.0998 GB 
 k:0, b:51, f:5 , RAM cost: 0.0998 GB 
 k:0, b:52, f:6 , RAM cost: 0.0998 GB 
 k:0, b:53, f:7 , RAM cost: 0.0998 GB 
 k:0, b:54, f:8 , RAM cost: 0.0998 GB 
 k:0, b:55, f:9 , RAM cost: 0.0998 GB 
 k:0, b:56, f:10 , RAM cost: 0.0998 GB 
 k:0, b:57, f:11 , RAM cost: 0.0998 GB 
 k:0, b:58, f:12 , RAM cost: 0.0998 GB 
 k:0, b:59, f:13 , RAM cost: 0.0998 GB 
 k:0, b:60, f:14 , RAM cost: 0.0998 GB 
 k:0, b:61, f:15 , RAM cost: 0.0998 GB 
 k:0, b:62, f:16 , RAM cost: 0.0998 GB 
 k:0, b:63, f:17 , RAM cost: 0.0998 GB 
 k:1, b:63, f:17 , RAM cost: 0.0998 GB 
 k:2, b:63, f:17 , RAM cost: 0.0999 GB 
 k:3, b:63, f:17 , RAM cost: 0.0999 GB 
 k:4, b:63, f:17 , RAM cost: 0.0999 GB 
 k:5, b:63, f:17 , RAM cost: 0.0999 GB 
 k:6, b:63, f:17 , RAM cost: 0.1007 GB 
 k:7, b:63, f:17 , RAM cost: 0.1009 GB 
 k:8, b:63, f:17 , RAM cost: 0.1012 GB 
 k:9, b:63, f:17 , RAM cost: 0.1012 GB 
 k:10, b:63, f:17 , RAM cost: 0.1012 GB 
 k:11, b:63, f:17 , RAM cost: 0.1012 GB 
 k:12, b:63, f:17 , RAM cost: 0.1012 GB 
 k:13, b:63, f:17 , RAM cost: 0.1014 GB 
 k:14, b:63, f:17 , RAM cost: 0.1014 GB 
 k:15, b:63, f:17 , RAM cost: 0.1014 GB 
 k:16, b:63, f:17 , RAM cost: 0.1014 GB 
 k:17, b:63, f:17 , RAM cost: 0.1014 GB 
 k:18, b:63, f:17 , RAM cost: 0.1015 GB 
 k:19, b:63, f:17 , RAM cost: 0.1015 GB 
 k:20, b:63, f:17 , RAM cost: 0.1016 GB 
 k:21, b:63, f:17 , RAM cost: 0.1016 GB 
 k:22, b:63, f:17 , RAM cost: 0.1016 GB 
 k:23, b:63, f:17 , RAM cost: 0.1016 GB 
 k:24, b:63, f:17 , RAM cost: 0.1020 GB 
 k:25, b:63, f:17 , RAM cost: 0.1027 GB 
 k:26, b:63, f:17 , RAM cost: 0.1041 GB 
 k:27, b:63, f:17 , RAM cost: 0.1041 GB 
 k:28, b:63, f:17 , RAM cost: 0.1041 GB 
 k:29, b:63, f:17 , RAM cost: 0.1041 GB 
 k:30, b:63, f:17 , RAM cost: 0.1041 GB 
 k:31, b:63, f:17 , RAM cost: 0.1043 GB 
 k:32, b:63, f:17 , RAM cost: 0.1043 GB 
 k:33, b:63, f:17 , RAM cost: 0.1047 GB 
 k:34, b:63, f:17 , RAM cost: 0.1047 GB 
 k:35, b:63, f:17 , RAM cost: 0.1051 GB 
 k:36, b:63, f:17 , RAM cost: 0.1052 GB 
 k:37, b:63, f:17 , RAM cost: 0.1056 GB 
